3.333333333000000342e-01,3.333333333000000342e-01,3.900000000000000133e-01,4.500000000000000111e-01,4.533333333000000298e-01,5.300000000000000266e-01,5.933333333000000431e-01,5.700000000000000622e-01,6.666666667000000768e-01,7.133333333000000387e-01,7.500000000000000000e-01,7.666666667000000546e-01
3.233333333000000254e-01,3.633333333000000054e-01,4.866666667000000279e-01,4.333333333000000120e-01,5.300000000000000266e-01,5.166666667000000546e-01,5.566666666999999791e-01,6.199999999999999956e-01,6.600000000000000311e-01,7.399999999999999911e-01,7.066666667000000013e-01,8.033333333000000076e-01
3.066666667000000346e-01,4.100000000000000311e-01,4.533333333000000298e-01,4.133333332999999943e-01,5.266666667000000635e-01,4.899999999999999911e-01,5.200000000000000178e-01,5.933333333000000431e-01,6.666666667000000768e-01,7.099999999999999645e-01,7.666666667000000546e-01,7.533333333000000742e-01
3.400000000000000244e-01,3.699999999999999956e-01,4.033333333000000409e-01,3.933333333000000320e-01,4.633333333000000387e-01,4.700000000000000289e-01,4.666666667000000102e-01,4.700000000000000289e-01,5.366666667000000723e-01,5.000000000000000000e-01,5.666666666999999880e-01,5.333333332999999898e-01
2.966666667000000257e-01,4.366666667000000390e-01,5.666666666999999880e-01,7.366666667000000279e-01,8.133333333000000165e-01,9.200000000000000400e-01,9.433333333000000209e-01,9.766666667000000190e-01,9.866666667000000279e-01,9.899999999999999911e-01,1.000000000000000000e+00,9.899999999999999911e-01
3.500000000000000333e-01,4.566666667000000013e-01,5.966666667000000146e-01,6.933333333000000209e-01,8.699999999999999956e-01,9.566666667000000013e-01,9.733333333000000476e-01,9.899999999999999911e-01,9.866666667000000279e-01,9.966666667000000368e-01,9.899999999999999911e-01,1.000000000000000000e+00
3.133333333000000165e-01,4.299999999999999933e-01,5.933333333000000431e-01,7.000000000000000666e-01,8.933333333000000875e-01,8.966666667000000590e-01,9.533333333000000298e-01,9.799999999999999822e-01,9.766666667000000190e-01,9.966666667000000368e-01,1.000000000000000000e+00,1.000000000000000000e+00
3.433333332999999876e-01,3.733333333000000143e-01,5.666666666999999880e-01,7.333333333000000565e-01,8.399999999999999689e-01,9.233333333000000032e-01,9.500000000000000666e-01,9.766666667000000190e-01,9.899999999999999911e-01,9.899999999999999911e-01,9.899999999999999911e-01,1.000000000000000000e+00
2.833333332999999898e-01,4.466666666999999924e-01,6.066666667000000235e-01,7.233333333000000476e-01,8.466666667000000146e-01,9.166666667000000768e-01,9.533333333000000298e-01,9.699999999999999734e-01,9.833333333000000565e-01,9.799999999999999822e-01,9.933333333000000653e-01,9.933333333000000653e-01
3.733333333000000143e-01,4.333333333000000120e-01,5.466666666999999702e-01,7.199999999999999734e-01,8.266666666999999968e-01,9.100000000000000311e-01,9.333333333000000120e-01,9.866666667000000279e-01,9.899999999999999911e-01,9.899999999999999911e-01,9.933333333000000653e-01,9.966666667000000368e-01
3.500000000000000333e-01,4.400000000000000022e-01,5.633333333000000165e-01,7.133333333000000387e-01,7.966666667000000812e-01,9.233333333000000032e-01,9.466666666999999924e-01,9.833333333000000565e-01,9.966666667000000368e-01,9.933333333000000653e-01,9.933333333000000653e-01,1.000000000000000000e+00
